d       s       a       m_i     
877     13      2607    1 1 5 11 3 3 97 47 471 713 1975 1679 7901 
878     13      2612    1 1 3 15 31 47 13 33 111 607 85 4049 2937 
879     13      2619    1 1 5 1 7 61 17 179 301 245 67 2823 4121 
880     13      2621    1 3 7 15 7 25 97 73 19 899 1357 2041 6493 
881     13      2627    1 1 1 3 3 63 117 231 125 527 1795 1807 7331 
882     13      2633    1 1 5 11 17 35 61 161 415 687 1015 1239 6925 
883     13      2636    1 3 3 5 15 19 1 5 209 545 1341 4019 6177 
884     13      2642    1 3 5 15 13 3 7 39 63 727 1033 2551 449 
885     13      2654    1 1 1 5 11 35 39 143 361 659 1407 2399 6421 
886     13      2660    1 1 7 13 3 23 21 161 153 595 1847 1339 1887 
887     13      2669    1 3 3 9 3 43 75 45 433 811 1045 2773 2415 
888     13      2675    1 1 3 5 23 29 73 167 211 403 539 13 4433 
889     13      2684    1 3 3 13 19 25 113 181 343 349 931 115 5687 
890     13      2694    1 3 1 11 25 39 23 91 359 221 37 575 3035 
891     13      2703    1 1 7 1 19 61 99 81 167 53 1493 2623 5797 
892     13      2706    1 1 3 5 13 13 105 53 449 1003 1405 1403 2557 
893     13      2712    1 1 3 15 1 37 51 69 13 5 1865 3585 3409 
894     13      2715    1 1 7 13 15 31 61 53 439 665 57 445 435 
895     13      2722    1 3 1 3 1 27 1 155 65 191 449 2185 1787 
896     13      2727    1 1 3 11 13 59 15 43 435 477 823 717 299 
897     13      2734    1 1 3 1 23 9 85 155 127 543 1081 221 7357 
898     13      2742    1 3 3 1 7 35 77 9 79 283 449 2729 4193 
899     13      2745    1 1 7 1 9 15 97 99 363 513 1063 3051 1529 
900     13      2751    1 1 5 3 1 17 101 19 425 377 1369 3071 6877 
901     13      2766    1 1 5 1 23 63 11 7 29 717 963 2205 7487 
902     13      2768    1 3 1 13 1 15 43 151 59 315 691 2765 7723 
903     13      2780    1 3 1 5 5 31 17 81 235 419 123 2983 1797 
904     13      2790    1 1 1 11 29 17 123 115 91 531 1393 3537 6387 
905     13      2794    1 3 5 11 31 5 107 61 463 507 1937 4075 4727 
906     13      2796    1 3 7 1 9 27 23 97 125 511 239 1031 153 
907     13      2801    1 3 5 9 13 55 53 195 265 217 357 567 1613 
908     13      2804    1 1 5 15 5 51 51 235 63 393 1915 2495 7067 
909     13      2807    1 1 7 1 15 35 97 65 115 819 1419 2313 6029 
910     13      2816    1 1 5 13 11 35 45 149 45 617 2001 1629 5611 
911     13      2821    1 3 5 11 15 17 39 155 143 473 1269 2537 2571 
912     13      2831    1 1 3 3 1 7 57 227 151 731 1871 245 7605 
913     13      2834    1 1 1 13 21 1 19 189 299 483 513 2235 3079 
914     13      2839    1 1 5 15 13 53 91 55 339 161 273 2759 7251 
915     13      2845    1 3 1 1 17 47 29 107 371 437 715 739 2195 
916     13      2852    1 3 5 11 27 1 35 105 443 623 1401 2683 4327 
917     13      2856    1 1 5 7 13 23 101 235 369 951 1983 1021 7835 
918     13      2861    1 1 1 5 21 57 45 67 89 209 1105 2161 2245 
919     13      2873    1 1 7 15 7 33 69 129 181 231 961 1621 7763 
920     13      2874    1 3 1 5 1 31 105 123 413 989 1311 199 5175 
921     13      2888    1 3 5 13 15 9 123 215 463 197 537 531 2331 
922     13      2893    1 1 3 13 13 45 61 189 91 445 1719 3335 5269 
923     13      2894    1 3 1 11 19 41 65 143 199 177 1695 3647 7169 
924     13      2902    1 1 3 13 13 25 37 89 175 551 1535 1401 1823 
925     13      2917    1 3 3 1 21 15 31 101 329 907 731 1493 451 
926     13      2921    1 1 3 9 5 61 85 247 289 547 1031 3567 1769 
927     13      2922    1 3 1 7 25 35 99 43 25 855 1451 617 2615 
928     13      2929    1 1 1 7 25 9 77 39 127 327 1501 57 1485 
929     13      2935    1 3 5 5 9 13 13 239 125 473 785 2853 5165 
930     13      2946    1 1 1 3 27 43 117 63 175 487 1505 157 6043 
931     13      2951    1 1 5 5 25 43 97 231 389 191 1795 2659 7409 
932     13      2957    1 1 7 7 11 25 47 131 363 311 523 2773 8015 
933     13      2960    1 1 5 11 25 61 123 83 265 995 613 1893 6341 
934     13      2966    1 1 3 3 27 45 41 143 173 1009 1963 4009 3675 
935     13      2972    1 3 3 9 5 11 95 253 415 307 501 3117 4621 
936     13      2976    1 3 5 1 31 41 95 39 473 565 1389 4049 5673 
937     13      2979    1 1 3 11 3 13 87 101 413 769 1223 549 4967 
938     13      2985    1 3 1 3 13 41 29 187 491 197 1685 3859 3799 
939     13      3000    1 3 1 3 17 55 91 131 429 899 29 1193 7323 
940     13      3003    1 1 3 1 11 17 107 113 71 185 1057 897 249 
941     13      3013    1 1 3 5 29 27 87 33 273 405 547 763 2195 
942     13      3018    1 3 1 11 7 43 39 103 475 515 1105 767 3881 
943     13      3020    1 3 3 1 13 21 93 141 407 1001 1939 2747 6479 
944     13      3025    1 3 1 15 1 31 15 69 313 547 987 3569 2795 
945     13      3042    1 3 5 7 1 17 105 113 253 453 1219 2769 197 
946     13      3047    1 3 7 7 29 55 77 169 227 471 1385 2689 7995 
947     13      3048    1 3 7 15 7 15 113 133 205 271 263 3141 5007 
948     13      3051    1 1 5 7 7 57 121 209 319 733 1689 2817 6621 
949     13      3054    1 3 7 9 23 37 101 229 269 429 157 515 6975 
950     13      3056    1 1 7 7 23 31 83 237 299 333 959 1467 419 
951     13      3065    1 3 7 3 23 45 17 33 293 679 625 3651 4205 
952     13      3073    1 3 1 13 17 19 87 237 219 119 841 1923 8141 
953     13      3074    1 1 1 15 15 49 21 189 287 759 695 913 5167 
954     13      3083    1 1 3 15 1 9 125 5 67 603 1691 2863 1299 
955     13      3086    1 3 7 3 5 35 105 27 51 889 1469 3203 6997 
956     13      3091    1 3 5 7 1 53 77 1 313 475 1515 2233 399 
957     13      3097    1 3 5 7 3 31 43 17 425 673 1817 1939 8027 
958     13      3109    1 1 5 5 31 31 119 179 157 635 1 315 1179 
959     13      3116    1 1 5 5 1 7 25 15 311 489 829 1929 623 
960     13      3124    1 1 5 11 1 17 43 205 347 713 2029 977 4345 
961     13      3128    1 1 3 9 17 3 109 253 427 333 203 1609 1851 
962     13      3153    1 3 1 9 21 55 107 203 483 869 1417 587 3965 
963     13      3160    1 3 3 13 27 21 103 109 313 797 723 683 349 
964     13      3165    1 3 5 3 1 35 43 19 367 487 703 2211 1199 
965     13      3172    1 3 1 3 19 33 13 135 329 621 843 407 6523 
966     13      3175    1 1 7 5 13 1 45 133 27 267 1975 2761 5061 
967     13      3184    1 1 3 3 19 59 13 35 489 391 1595 2983 3203 
968     13      3193    1 3 3 7 19 27 125 55 121 733 1437 51 4029 
969     13      3196    1 3 1 15 11 7 73 187 209 127 1259 1733 1897 
970     13      3200    1 3 7 1 27 19 87 189 91 113 237 2073 419 
971     13      3203    1 3 5 3 15 27 107 77 467 953 1317 877 6911 
972     13      3205    1 3 7 13 7 17 107 157 439 871 651 797 2095 
973     13      3209    1 1 3 9 13 19 19 75 13 267 435 1067 6603 
974     13      3224    1 1 7 13 25 7 81 207 149 587 1561 2025 2355 
975     13      3239    1 3 3 5 25 25 79 249 371 305 305 53 1051 
976     13      3251    1 1 3 9 19 63 57 237 39 349 1163 2443 1739 
977     13      3254    1 1 5 5 23 57 61 21 115 107 303 1451 2955 
978     13      3265    1 3 1 3 17 19 121 123 25 367 963 545 2885 
979     13      3266    1 3 3 5 15 57 123 1 193 861 1001 1457 4977 
980     13      3275    1 3 5 9 21 31 37 83 361 491 1933 407 1923 
981     13      3280    1 3 7 5 9 47 33 43 239 837 799 3731 5883 
982     13      3283    1 3 5 5 7 39 49 201 339 783 1937 1473 391 
983     13      3286    1 3 5 13 3 63 39 91 63 645 929 1543 577 
984     13      3301    1 3 3 3 9 59 107 129 455 259 1523 107 285 
985     13      3302    1 1 3 9 23 21 89 13 413 87 1703 1611 5667 
986     13      3305    1 1 3 9 21 9 83 187 159 757 1111 3619 3907 
987     13      3319    1 3 3 9 21 35 27 57 357 659 1243 2725 5769 
988     13      3323    1 1 7 1 3 7 75 145 119 1019 1169 953 2343 
989     13      3326    1 3 3 11 19 15 121 135 187 569 671 131 479 
990     13      3331    1 3 5 1 21 27 63 187 367 181 1885 2513 4499 
991     13      3348    1 3 3 5 27 13 107 183 345 855 123 1491 867 
992     13      3351    1 3 7 9 5 41 43 47 277 657 1227 2265 1777 
993     13      3358    1 1 5 5 31 37 119 5 395 399 787 2869 829 
994     13      3368    1 1 1 5 3 55 43 117 191 577 1185 3407 4673 
995     13      3374    1 3 5 11 15 63 103 127 505 53 297 3411 3919 
996     13      3376    1 3 7 13 15 57 45 17 253 261 767 1951 6599 
997     13      3379    1 3 1 13 3 55 11 113 223 403 249 633 3265 
998     13      3385    1 1 1 5 7 49 47 47 467 633 1991 361 8099 
999     13      3386    1 1 3 5 31 45 87 117 483 331 687 3393 7377 
1000    13      3396    1 1 7 9 29 3 11 147 147 631 1131 2651 3141 
1001    13      3420    1 3 7 9 27 49 41 207 305 403 889 2947 5775 
1002    13      3423    1 3 1 13 1 63 25 127 401 375 727 2375 2945 
1003    13      3430    1 3 3 15 7 19 65 29 383 809 279 2081 1993 
1004    13      3433    1 1 7 7 29 9 39 159 457 435 947 2309 2219 
1005    13      3434    1 1 1 11 15 31 51 147 167 113 145 125 6997 
1006    13      3439    1 1 5 1 27 21 123 249 21 487 331 35 3101 
1007    13      3442    1 3 7 3 5 7 127 173 115 607 1061 2923 6869 
1008    13      3444    1 3 1 5 17 55 13 15 95 365 1419 1111 7561 
1009    13      3453    1 3 3 15 23 45 115 123 477 335 85 431 6893 
1010    13      3464    1 1 5 1 5 49 95 19 429 549 713 661 167 
1011    13      3477    1 1 3 15 3 13 127 189 385 649 67 499 5355 
1012    13      3478    1 1 1 5 9 31 17 21 419 655 287 1173 1023 
1013    13      3482    1 1 5 1 17 11 19 17 195 1015 1621 1197 3497 
1014    13      3487    1 3 1 5 29 55 85 43 381 59 149 391 2109 
1015    13      3497    1 1 7 9 11 43 115 57 211 463 787 3665 5619 
1016    13      3500    1 3 1 7 23 5 55 93 117 925 941 91 6221 
1017    13      3505    1 1 1 13 29 35 89 7 75 759 735 3011 1279 
1018    13      3506    1 1 1 15 13 17 13 175 167 965 1069 2215 6065 
1019    13      3511    1 1 3 15 1 11 109 205 501 419 1071 543 5377 
1020    13      3512    1 1 3 5 11 1 123 147 87 289 325 3693 4939 
1021    13      3515    1 1 3 1 9 21 29 215 365 995 1727 2515 5741 
1022    13      3525    1 1 3 5 3 7 5 147 413 505 661 3071 2521 
1023    13      3532    1 3 7 5 5 41 117 145 455 379 601 455 5377 
1024    13      3538    1 1 7 15 11 45 27 37 457 935 595 3883 1491 
