d       s       a       m_i     
487     13      55      1 3 5 1 25 61 103 81 141 347 1467 1535 421 
488     13      69      1 3 5 13 29 45 43 31 403 711 455 3387 3521 
489     13      70      1 3 3 7 7 41 71 251 147 241 1129 2093 7683 
490     13      79      1 1 1 5 23 61 57 97 177 387 1557 3587 751 
491     13      82      1 3 1 13 11 33 47 147 321 661 53 2437 3087 
492     13      87      1 3 1 3 17 21 79 91 77 1011 745 3551 1857 
493     13      93      1 1 3 15 19 27 63 231 267 879 1959 3019 1655 
494     13      94      1 1 7 15 27 55 21 37 417 69 327 2709 6335 
495     13      97      1 3 1 15 1 9 27 89 205 355 373 2191 311 
496     13      100     1 1 3 5 15 51 85 233 21 971 1823 1843 1417 
497     13      112     1 3 5 13 31 57 3 199 211 401 1559 3601 4569 
498     13      121     1 3 3 1 27 63 93 123 223 601 1023 2501 7105 
499     13      134     1 1 1 7 3 31 5 51 453 535 255 735 749 
500     13      138     1 3 5 9 23 63 109 163 221 845 911 933 361 
501     13      148     1 1 1 13 13 17 19 191 227 711 1523 1635 6397 
502     13      151     1 3 7 7 21 21 23 91 439 227 1831 1475 705 
503     13      157     1 3 7 7 13 39 99 199 149 1005 149 445 3367 
504     13      161     1 3 1 5 25 61 99 187 33 619 1833 2177 7631 
505     13      179     1 1 1 13 15 45 1 225 129 113 2009 1223 49 
506     13      181     1 3 1 9 7 43 57 193 409 265 1151 2635 6005 
507     13      188     1 3 5 5 13 13 99 163 1 629 87 925 137 
508     13      196     1 3 7 9 23 43 43 1 505 179 335 2033 8065 
509     13      203     1 3 5 1 7 55 99 159 19 883 1503 801 1433 
510     13      206     1 3 7 1 1 55 53 241 95 315 723 3571 4685 
511     13      223     1 3 5 15 29 43 97 159 427 87 1995 1849 6771 
512     13      224     1 1 1 7 5 55 55 203 119 185 1333 2107 4271 
513     13      227     1 1 3 15 5 7 19 185 75 601 2015 2175 4259 
514     13      230     1 3 3 15 3 49 33 115 413 321 1787 469 3721 
515     13      239     1 3 1 9 25 63 123 17 355 903 1269 3737 5333 
516     13      241     1 1 3 7 25 41 113 239 373 533 1823 3513 7745 
517     13      248     1 1 1 11 13 7 7 43 145 607 2043 2397 4051 
518     13      253     1 1 3 3 9 49 5 173 63 157 637 2307 6603 
519     13      268     1 3 1 3 23 33 89 139 207 389 1389 3385 2169 
520     13      274     1 1 7 3 7 7 19 7 217 189 739 2475 7925 
521     13      283     1 1 7 5 23 37 71 31 145 29 537 959 2227 
522     13      286     1 1 7 11 7 55 39 167 347 293 577 3077 531 
523     13      289     1 3 1 5 19 1 119 133 487 867 1331 1759 3683 
524     13      301     1 3 5 13 27 31 77 71 465 133 105 477 6301 
525     13      302     1 3 5 15 25 49 35 75 57 663 195 1041 5697 
526     13      316     1 3 7 9 9 7 47 233 397 155 439 2487 4697 
527     13      319     1 1 5 9 5 41 125 9 477 567 2033 769 1553 
528     13      324     1 1 3 7 7 25 95 45 211 453 483 3965 1865 
529     13      331     1 3 7 5 17 41 109 59 385 1023 1527 2445 6303 
530     13      333     1 3 3 9 7 29 91 245 189 251 1237 2825 7919 
531     13      345     1 3 7 1 25 43 27 11 63 641 1765 1683 2445 
532     13      351     1 1 1 7 3 59 19 81 387 207 31 1583 607 
533     13      358     1 1 3 1 3 33 99 135 267 355 585 4017 2385 
534     13      375     1 1 7 15 1 49 35 211 359 379 1173 2709 3945 
535     13      379     1 1 5 7 29 23 99 219 269 977 1175 2305 5633 
536     13      381     1 3 3 15 17 9 115 21 503 329 1725 289 4667 
537     13      386     1 1 7 1 9 1 31 145 209 833 1527 4021 2177 
538     13      403     1 3 3 1 25 13 37 143 217 891 1289 3635 6931 
539     13      405     1 1 3 9 9 49 33 123 435 993 389 2491 2097 
540     13      419     1 3 5 9 11 53 121 25 31 589 1939 3981 621 
541     13      426     1 1 1 1 27 53 9 217 135 605 1779 3053 2865 
542     13      428     1 1 7 5 3 53 9 15 275 613 1395 2287 1111 
543     13      439     1 1 3 1 13 17 3 103 195 509 493 2395 4669 
544     13      440     1 3 5 1 13 17 59 3 117 39 1699 2339 5203 
545     13      446     1 3 5 3 29 23 59 251 139 625 935 785 7547 
546     13      451     1 3 1 13 23 47 5 91 283 59 919 2427 1631 
547     13      454     1 1 3 9 15 35 67 131 183 891 345 3741 3175 
548     13      458     1 3 1 3 23 11 85 135 269 347 713 2947 1617 
549     13      465     1 3 1 3 27 33 77 189 243 893 283 885 1999 
550     13      468     1 1 5 1 31 39 99 21 437 979 919 3663 6689 
551     13      472     1 1 1 1 17 27 55 161 205 583 383 1681 6445 
552     13      475     1 3 7 1 31 59 111 129 121 555 653 2787 3899 
553     13      477     1 3 1 9 11 59 51 115 349 809 513 1585 31 
554     13      496     1 1 1 3 29 17 3 173 111 671 1289 397 799 
555     13      502     1 3 1 7 17 55 85 49 23 915 1929 685 7021 
556     13      508     1 3 7 11 3 41 123 227 111 805 1567 751 7927 
557     13      517     1 1 7 3 15 45 117 39 491 401 1775 2197 4303 
558     13      521     1 1 7 9 13 23 63 245 163 595 1271 2143 8105 
559     13      527     1 1 3 1 31 57 45 35 327 89 1845 1075 4649 
560     13      530     1 3 7 7 11 31 51 209 103 215 1693 3427 677 
561     13      532     1 1 5 13 3 7 83 199 325 461 1185 1997 2327 
562     13      542     1 1 3 15 23 13 23 39 209 267 1995 3999 6277 
563     13      552     1 1 7 1 5 37 99 117 509 303 655 935 6321 
564     13      555     1 1 1 15 23 39 123 11 445 897 1327 2819 1899 
565     13      560     1 1 5 5 7 7 7 61 349 865 707 2097 1217 
566     13      566     1 1 5 9 1 63 35 187 207 53 1917 621 2113 
567     13      575     1 1 1 15 21 61 101 169 129 813 453 323 7283 
568     13      577     1 1 7 7 27 1 27 141 33 307 2023 2561 8111 
569     13      589     1 1 5 13 3 9 3 87 451 691 973 539 4393 
570     13      590     1 1 5 1 23 23 9 101 349 299 583 2037 5247 
571     13      602     1 1 5 11 15 39 99 163 395 123 1067 2735 4407 
572     13      607     1 3 5 11 9 61 51 237 483 501 1767 1419 5047 
573     13      608     1 1 7 9 27 31 57 103 291 537 1759 1861 3815 
574     13      611     1 1 5 15 31 5 107 103 159 939 1331 1219 2045 
575     13      613     1 3 5 15 7 45 99 175 131 967 593 3191 5403 
576     13      625     1 3 7 11 19 43 57 129 285 943 1507 3979 2807 
577     13      644     1 1 5 3 11 7 117 241 393 1023 95 535 7235 
578     13      651     1 3 1 5 17 5 111 165 343 65 1393 2855 3801 
579     13      654     1 1 5 5 27 1 87 9 177 455 1915 1557 7175 
580     13      656     1 1 5 11 31 33 105 255 281 303 1831 1575 1179 
581     13      662     1 3 3 9 7 37 3 85 161 491 299 4003 7429 
582     13      668     1 1 5 9 1 19 23 175 497 613 2043 1467 2379 
583     13      681     1 3 7 13 5 57 93 17 383 801 1465 3151 4717 
584     13      682     1 3 7 5 3 19 87 25 95 643 79 123 7175 
585     13      689     1 1 1 5 3 27 49 155 45 655 1079 3243 8147 
586     13      696     1 3 1 11 13 57 107 37 147 119 887 1317 6687 
587     13      699     1 3 3 13 29 23 105 137 339 509 1543 2339 2167 
588     13      707     1 1 5 3 29 5 89 65 191 33 755 737 3495 
589     13      709     1 1 5 1 19 27 123 67 323 731 1753 1773 1731 
590     13      714     1 1 5 11 23 35 21 1 107 509 1617 1565 1617 
591     13      716     1 1 7 15 31 7 31 241 479 457 1353 1531 5939 
592     13      719     1 3 1 1 31 19 71 127 379 151 739 893 7857 
593     13      727     1 1 1 3 31 41 99 55 229 585 1881 2267 3555 
594     13      734     1 3 3 1 25 3 55 95 409 429 527 611 6551 
595     13      738     1 3 5 3 3 59 81 83 131 981 67 295 3313 
596     13      743     1 1 1 13 23 57 47 127 307 621 865 2589 4033 
597     13      747     1 1 7 11 7 17 15 207 89 77 1923 3649 119 
598     13      757     1 3 5 3 23 5 87 247 233 43 475 999 6999 
599     13      769     1 1 7 13 19 49 53 21 105 181 1569 3151 5089 
600     13      770     1 1 5 7 11 53 119 11 301 647 759 2849 4541 
601     13      776     1 1 7 11 31 31 83 107 373 41 921 3935 2859 
602     13      790     1 3 5 13 13 57 121 133 355 153 607 3199 8097 
603     13      799     1 1 5 9 5 25 113 21 17 643 415 2705 903 
604     13      805     1 1 5 1 19 3 119 199 241 957 1203 1291 6355 
605     13      809     1 1 3 13 19 1 11 73 387 97 783 3875 4573 
606     13      812     1 1 7 3 27 11 99 193 311 889 535 801 4467 
607     13      820     1 1 1 1 3 53 61 245 497 127 1213 1147 2225 
608     13      827     1 3 5 1 9 49 21 229 481 23 47 3959 2991 
609     13      829     1 1 5 1 9 21 123 107 359 759 993 695 5609 
610     13      835     1 3 5 11 25 55 73 245 373 525 1399 1727 1763 
611     13      841     1 1 5 3 21 41 83 161 43 563 1655 3539 7941 
612     13      844     1 3 1 13 29 59 25 119 199 375 1507 2095 3281 
613     13      856     1 3 3 5 21 23 63 85 115 77 745 771 3319 
614     13      859     1 1 7 3 3 37 11 233 173 51 1723 1441 6529 
615     13      862     1 1 1 11 1 55 113 25 369 1023 1691 1797 159 
616     13      865     1 3 1 15 13 43 63 113 55 351 1459 3117 3499 
617     13      885     1 3 7 1 19 61 17 243 203 349 1069 105 6015 
618     13      890     1 1 5 1 23 49 7 129 99 377 1989 531 6315 
619     13      905     1 1 7 7 11 23 107 63 163 351 1385 127 7439 
620     13      916     1 3 5 15 15 43 81 229 21 179 1357 3813 7345 
621     13      925     1 1 1 15 23 19 89 251 161 443 983 1059 1241 
622     13      935     1 3 3 9 7 17 11 239 325 117 893 917 6327 
623     13      939     1 1 7 1 31 33 23 241 255 991 903 3973 3935 
624     13      942     1 3 7 3 11 17 61 219 461 437 1843 1845 771 
625     13      949     1 3 7 5 7 61 79 225 215 411 885 3949 2757 
626     13      953     1 3 7 3 3 15 25 49 351 671 1573 3643 2383 
627     13      956     1 1 7 1 29 1 121 61 49 833 1363 427 3237 
628     13      961     1 3 3 5 11 9 79 113 341 25 1797 1641 6899 
629     13      968     1 1 5 9 11 15 71 169 269 359 1991 3673 601 
630     13      976     1 1 1 11 31 7 5 165 23 917 617 4059 2599 
631     13      988     1 1 7 9 19 25 119 103 115 247 1265 859 5543 
632     13      995     1 1 7 7 15 27 45 29 67 989 753 3215 6281 
633     13      997     1 3 1 7 11 15 35 39 61 483 1427 193 3469 
634     13      1007    1 3 5 9 21 41 21 223 233 341 177 1167 3101 
635     13      1015    1 3 3 5 19 25 53 247 29 909 2047 1683 4433 
636     13      1016    1 3 3 9 31 7 71 85 501 447 113 3465 3445 
637     13      1027    1 1 3 15 19 9 127 69 429 451 531 1319 507 
638     13      1036    1 3 1 3 29 1 53 63 267 293 333 2749 1785 
639     13      1039    1 3 1 7 5 43 71 165 325 309 921 2277 6423 
640     13      1041    1 1 7 5 23 31 63 35 221 733 1901 153 3577 
641     13      1048    1 3 7 11 7 5 39 141 293 237 501 1759 7763 
642     13      1053    1 1 3 15 1 49 5 7 239 1021 1215 3857 4637 
643     13      1054    1 1 5 1 1 31 77 243 155 505 855 3117 815 
644     13      1058    1 1 7 3 3 33 55 249 185 443 543 1333 5041 
645     13      1075    1 3 5 11 13 13 83 55 443 723 135 3073 4215 
646     13      1082    1 3 5 9 15 5 13 209 313 891 431 4009 7531 
647     13      1090    1 1 5 15 13 37 91 117 321 791 2045 4073 6787 
648     13      1109    1 1 3 7 1 43 61 121 393 797 1347 491 341 
649     13      1110    1 1 7 3 1 31 63 205 43 359 325 3329 4961 
650     13      1119    1 1 7 11 27 21 83 151 97 45 1839 3221 2575 
651     13      1126    1 3 7 3 13 7 97 89 277 351 1493 1161 6629 
652     13      1130    1 3 7 11 27 17 19 211 373 73 1325 183 1073 
653     13      1135    1 3 3 13 9 23 111 235 153 857 1669 3423 3817 
654     13      1137    1 1 1 5 25 63 99 11 283 755 999 2795 7795 
655     13      1140    1 1 5 11 3 53 127 73 61 91 1099 921 1787 
656     13      1149    1 3 5 1 9 39 9 181 287 545 1343 2587 961 
657     13      1156    1 3 7 5 9 47 7 113 69 531 753 2225 5705 
658     13      1159    1 1 3 13 29 39 71 223 179 871 1743 2645 7355 
659     13      1160    1 1 7 5 1 41 87 251 303 271 791 2825 2723 
660     13      1165    1 3 1 11 31 15 119 127 451 161 1909 3591 2811 
661     13      1173    1 1 3 13 31 27 111 119 423 419 1659 941 6123 
662     13      1178    1 1 1 7 27 39 27 61 417 629 1411 1489 5915 
663     13      1183    1 3 3 1 29 37 111 13 129 831 1423 3859 7009 
664     13      1184    1 1 1 3 3 51 67 45 289 715 183 357 3661 
665     13      1189    1 3 3 1 23 49 55 99 77 795 429 1815 1867 
666     13      1194    1 1 5 7 1 37 45 27 57 937 1583 899 819 
667     13      1211    1 3 5 7 7 37 1 109 217 203 207 2243 2337 
668     13      1214    1 1 3 15 27 51 119 45 289 395 95 2425 7421 
669     13      1216    1 3 1 9 27 61 41 227 279 31 1105 153 5045 
670     13      1225    1 1 7 15 31 43 109 67 347 611 1811 2969 3545 
671     13      1231    1 3 1 7 17 15 103 35 407 935 1159 2357 6559 
672     13      1239    1 1 1 7 5 7 101 43 301 189 641 3015 6955 
673     13      1243    1 3 1 1 3 41 61 43 213 595 955 377 7527 
674     13      1246    1 3 3 15 19 45 59 57 425 683 1187 221 4265 
675     13      1249    1 3 5 3 27 47 85 73 67 509 555 3887 1883 
676     13      1259    1 3 5 13 19 45 83 191 117 723 701 2783 389 
677     13      1273    1 1 1 3 17 21 125 13 387 613 1647 2555 2435 
678     13      1274    1 3 3 11 21 53 105 5 493 167 1195 2815 5761 
679     13      1281    1 1 1 7 27 17 107 83 31 787 1541 3761 4083 
680     13      1287    1 3 5 11 5 15 17 219 273 207 119 1693 373 
681     13      1294    1 1 5 15 7 11 9 103 253 377 1667 1159 5669 
682     13      1296    1 3 7 5 17 55 23 77 341 419 1165 1625 6609 
683     13      1305    1 3 1 15 29 7 101 183 181 111 751 247 4205 
684     13      1306    1 1 1 11 3 5 91 43 247 661 621 2791 4245 
685     13      1318    1 1 1 11 11 63 25 239 39 311 1603 1179 4959 
686     13      1332    1 3 1 7 23 61 49 99 287 251 1053 3819 5575 
687     13      1335    1 1 1 7 21 17 33 163 503 537 1159 2473 8113 
688     13      1336    1 1 5 13 23 57 57 89 503 299 1319 2177 8155 
689     13      1341    1 3 3 5 5 5 61 103 247 339 1137 3717 747 
690     13      1342    1 3 1 7 17 55 41 155 363 873 59 2093 4255 
691     13      1362    1 3 3 7 9 25 93 87 479 477 2047 321 2277 
692     13      1364    1 1 3 11 7 37 41 237 121 187 929 1823 313 
693     13      1368    1 1 1 11 29 41 79 11 295 715 979 2649 915 
694     13      1378    1 1 3 13 5 9 55 159 343 887 235 53 593 
695     13      1387    1 1 1 3 13 23 105 125 405 521 897 559 1561 
696     13      1389    1 1 3 9 23 33 121 183 181 141 1103 821 7193 
697     13      1397    1 1 3 9 23 1 113 63 59 783 1525 115 3193 
698     13      1401    1 3 1 9 23 29 83 237 83 477 1163 2951 3523 
699     13      1408    1 3 5 1 21 25 55 79 39 45 1509 2127 5259 
700     13      1418    1 1 7 9 31 61 83 145 89 723 393 1543 7765 
701     13      1425    1 1 5 15 21 17 73 189 473 1023 1627 2305 7127 
702     13      1426    1 3 1 7 7 23 61 203 373 941 975 3225 7659 
703     13      1431    1 3 1 15 31 19 99 197 113 131 263 2427 2085 
704     13      1435    1 1 1 13 25 27 3 139 351 267 1583 913 5497 
705     13      1441    1 3 5 11 7 1 65 85 271 151 1003 889 6127 
706     13      1444    1 3 7 5 21 27 39 147 139 81 1377 1969 6171 
707     13      1462    1 3 5 13 1 11 101 27 285 939 1055 3237 7063 
708     13      1471    1 3 3 7 23 43 67 89 201 393 277 3531 4003 
709     13      1474    1 3 7 9 3 13 103 241 161 111 61 4001 6291 
710     13      1483    1 1 5 7 5 27 57 87 313 471 227 1395 2821 
711     13      1485    1 3 1 5 11 35 11 157 257 679 245 329 2423 
712     13      1494    1 1 7 11 15 5 29 229 365 911 477 219 4851 
713     13      1497    1 3 1 9 5 57 87 19 93 403 1729 1843 7301 
714     13      1516    1 1 3 3 27 29 11 99 149 917 709 3761 6947 
715     13      1522    1 1 5 1 19 63 69 71 209 423 2015 3905 2077 
716     13      1534    1 3 7 7 7 3 9 63 137 781 1825 1331 2987 
717     13      1543    1 3 7 11 15 23 7 205 27 619 225 297 8179 
718     13      1552    1 3 3 13 11 15 11 185 343 269 1415 843 4001 
719     13      1557    1 3 3 1 15 47 101 49 25 933 903 1927 6641 
720     13      1558    1 3 3 13 7 45 29 51 143 549 119 235 7345 
721     13      1567    1 1 3 9 29 45 53 133 173 543 545 2015 149 
722     13      1568    1 1 3 11 3 3 109 193 349 243 1381 3547 4387 
723     13      1574    1 3 7 9 7 3 37 121 79 59 1453 3273 477 
724     13      1592    1 3 5 15 19 15 83 5 203 603 373 955 1587 
725     13      1605    1 1 5 11 25 41 89 47 313 443 1799 1827 5881 
726     13      1606    1 1 3 5 9 7 15 87 285 509 289 855 3131 
727     13      1610    1 1 3 11 13 57 41 235 357 213 1867 1961 2759 
728     13      1617    1 3 5 9 25 15 111 197 479 539 1833 105 7245 
729     13      1623    1 1 5 5 23 47 101 97 97 261 1301 3895 5425 
730     13      1630    1 1 7 11 13 49 39 233 7 965 2015 1341 941 
731     13      1634    1 1 5 7 19 63 91 77 469 367 1849 1213 7611 
732     13      1640    1 3 3 15 17 57 27 107 133 431 445 2885 5963 
733     13      1643    1 1 3 1 27 37 119 241 403 239 833 3057 5557 
734     13      1648    1 3 3 13 11 47 35 41 243 143 1923 1883 2543 
735     13      1651    1 1 5 5 3 15 45 205 179 515 161 895 3679 
736     13      1653    1 3 1 1 5 39 99 221 115 983 1913 665 7835 
737     13      1670    1 3 5 15 5 5 111 45 373 143 1107 1413 2935 
738     13      1676    1 3 7 11 17 53 77 159 319 279 835 139 3633 
739     13      1684    1 1 7 15 5 57 105 139 491 409 51 2875 427 
740     13      1687    1 1 1 9 9 9 93 45 265 307 589 557 3971 
741     13      1691    1 3 5 3 23 45 5 9 123 841 679 2213 4507 
742     13      1693    1 3 5 3 27 55 55 19 405 43 1897 3515 683 
743     13      1698    1 1 7 15 23 47 121 105 341 707 799 1843 7011 
744     13      1709    1 1 3 13 23 51 71 161 415 819 729 297 4461 
745     13      1715    1 3 5 15 13 39 43 103 251 583 775 877 4947 
746     13      1722    1 3 7 5 19 61 121 49 75 963 297 3751 911 
747     13      1732    1 3 5 7 15 51 23 23 453 675 1575 473 3763 
748     13      1735    1 1 7 11 9 37 69 137 251 89 1823 1289 2983 
749     13      1747    1 3 3 5 11 39 39 231 427 633 1453 579 5823 
750     13      1749    1 3 7 11 31 57 87 81 161 929 1293 3215 4803 
751     13      1754    1 3 5 5 27 33 11 151 25 1017 41 61 4381 
752     13      1777    1 3 1 15 23 25 7 21 231 407 817 2089 839 
753     13      1784    1 1 7 1 5 51 117 59 251 861 727 481 2207 
754     13      1790    1 1 5 3 21 19 97 199 135 203 1177 2751 2863 
755     13      1795    1 3 7 3 27 3 5 109 17 933 911 921 1173 
756     13      1801    1 3 7 1 7 1 121 205 381 971 255 3313 5479 
757     13      1802    1 3 1 1 17 59 3 5 271 149 111 3707 7893 
758     13      1812    1 1 1 1 17 61 47 117 187 839 435 399 3173 
759     13      1828    1 3 3 7 5 9 119 191 197 791 375 3361 6677 
760     13      1831    1 1 5 3 21 49 69 249 39 69 673 109 7051 
761     13      1837    1 1 3 11 21 37 121 93 261 5 1269 767 2801 
762     13      1838    1 1 5 9 31 49 9 87 375 773 1517 3057 2169 
763     13      1840    1 1 5 3 13 33 31 87 353 991 1809 859 6117 
764     13      1845    1 1 5 11 3 21 103 41 129 137 1567 3483 5317 
765     13      1863    1 3 5 1 3 31 5 15 109 723 1439 2543 2377 
766     13      1864    1 3 3 13 11 17 9 243 233 543 903 2775 6877 
767     13      1867    1 1 7 1 23 45 61 137 207 457 245 3833 6533 
768     13      1870    1 3 1 1 31 7 71 153 501 749 1477 621 6577 
769     13      1877    1 3 1 13 3 45 3 233 85 847 1031 141 5029 
770     13      1881    1 3 1 13 17 35 49 157 243 175 905 539 8059 
771     13      1884    1 3 1 11 19 45 31 49 399 341 2047 1527 5993 
772     13      1903    1 3 1 3 5 5 33 163 239 607 1367 2747 1513 
773     13      1917    1 3 3 11 9 29 33 255 29 955 367 1709 4993 
774     13      1918    1 3 7 5 19 35 11 47 109 235 1125 4019 5395 
775     13      1922    1 1 7 1 19 29 43 1 199 479 1025 1065 2203 
776     13      1924    1 3 1 9 17 13 45 167 125 869 1667 1083 4015 
777     13      1928    1 1 5 11 27 45 115 199 375 761 1641 3761 5509 
778     13      1931    1 1 7 15 9 47 47 133 401 555 1077 1381 1903 
779     13      1951    1 3 3 15 3 45 19 49 377 135 239 3605 1053 
780     13      1952    1 3 1 11 17 5 83 101 247 267 1337 2649 513 
781     13      1957    1 3 1 11 13 41 41 113 243 463 1077 565 2871 
782     13      1958    1 3 5 11 19 63 81 51 139 921 2021 417 1305 
783     13      1964    1 3 3 1 23 61 13 123 135 521 1963 3085 4395 
784     13      1967    1 3 1 1 15 61 17 245 479 77 287 3043 2647 
785     13      1970    1 1 7 15 29 5 125 123 149 919 1779 3763 1479 
786     13      1972    1 1 3 1 19 49 27 127 253 279 739 147 6835 
787     13      1994    1 3 5 11 21 27 33 85 419 441 1341 289 2759 
788     13      2002    1 3 1 3 3 9 17 99 375 251 1823 2433 1525 
789     13      2007    1 3 1 3 5 55 25 225 473 825 1061 2987 4397 
790     13      2008    1 1 7 15 23 59 9 163 105 911 905 3715 4917 
791     13      2023    1 3 1 11 21 53 127 3 507 467 547 3003 6939 
792     13      2030    1 1 1 13 15 7 1 7 101 645 1469 843 2843 
793     13      2035    1 3 3 9 11 35 95 53 291 459 669 1163 4893 
794     13      2038    1 1 3 3 25 29 29 223 21 553 177 3347 3575 
795     13      2042    1 1 5 1 23 17 21 57 383 427 397 1947 2627 
796     13      2047    1 3 7 1 21 53 79 59 133 461 1703 3071 4679 
797     13      2051    1 3 5 1 27 31 83 159 505 121 1969 1073 2117 
798     13      2058    1 1 3 1 19 25 43 115 191 845 1923 903 2319 
799     13      2060    1 1 3 9 27 37 31 111 437 925 501 883 3485 
800     13      2071    1 3 5 5 15 25 51 131 149 811 1827 1519 1435 
801     13      2084    1 1 7 13 3 39 103 107 473 553 1763 399 2137 
802     13      2087    1 3 7 13 27 25 49 29 497 863 1715 99 1521 
803     13      2099    1 1 1 9 27 37 67 59 11 369 893 2249 5303 
804     13      2108    1 3 3 13 19 9 93 29 247 35 833 1037 7137 
805     13      2111    1 3 7 3 25 17 63 239 395 367 1935 2095 5191 
806     13      2120    1 3 5 15 23 51 13 101 477 511 1951 2505 4155 
807     13      2128    1 3 3 15 3 55 15 173 21 699 1617 1573 2645 
808     13      2138    1 1 3 11 7 55 69 165 255 397 2033 9 843 
809     13      2143    1 3 1 13 5 3 37 99 165 971 555 2379 7879 
810     13      2144    1 1 5 3 19 37 23 197 145 315 981 161 323 
811     13      2153    1 1 7 7 17 37 27 189 371 145 1097 2801 5469 
812     13      2156    1 1 3 9 23 15 39 7 25 221 757 1393 4629 
813     13      2162    1 1 1 1 13 31 29 197 237 173 337 743 1459 
814     13      2167    1 1 5 15 17 7 127 29 307 965 1567 2771 6053 
815     13      2178    1 3 1 1 13 57 41 59 77 67 1985 3443 7495 
816     13      2183    1 3 7 15 17 21 57 143 179 99 217 1763 873 
817     13      2202    1 1 7 1 21 17 123 39 95 775 1865 341 6167 
818     13      2211    1 3 7 3 31 33 33 163 281 765 1809 1469 7011 
819     13      2214    1 3 7 7 25 35 45 109 221 25 757 597 3057 
820     13      2223    1 3 5 3 27 25 97 21 351 841 1339 565 7181 
821     13      2225    1 1 1 15 23 61 97 57 503 379 25 1197 6957 
822     13      2232    1 3 3 3 13 49 127 89 329 503 1957 3569 7013 
823     13      2237    1 1 7 7 7 15 43 61 227 859 279 3309 1941 
824     13      2257    1 3 1 9 19 1 111 45 315 339 1049 121 2711 
825     13      2260    1 1 3 11 7 33 121 253 267 845 1677 569 3743 
826     13      2267    1 3 7 9 9 53 113 11 177 165 1707 2027 2099 
827     13      2274    1 1 5 7 19 41 33 129 389 249 1945 1393 5941 
828     13      2276    1 1 1 1 27 37 63 171 301 179 223 3775 1189 
829     13      2285    1 3 3 5 5 33 101 37 505 561 1681 567 2197 
830     13      2288    1 3 7 13 25 23 29 27 325 757 5 487 3241 
831     13      2293    1 3 3 7 27 13 85 35 171 565 969 773 7173 
832     13      2294    1 3 5 5 11 55 33 243 401 939 73 775 1159 
833     13      2297    1 1 3 13 13 63 9 161 343 547 1659 1005 8041 
834     13      2303    1 3 5 7 15 27 27 51 475 957 445 3745 5113 
835     13      2308    1 1 3 7 15 49 63 181 15 1 1915 633 1039 
836     13      2311    1 3 7 1 1 11 15 221 375 59 1471 113 5661 
837     13      2318    1 3 5 5 11 41 115 87 263 173 1249 2235 6863 
838     13      2323    1 1 5 11 19 1 61 25 239 5 1869 2269 3911 
839     13      2332    1 3 5 7 23 59 99 47 439 105 455 547 2447 
840     13      2341    1 1 7 15 25 15 117 185 83 243 1099 2613 7721 
841     13      2345    1 3 1 9 5 49 27 237 239 177 1507 2059 1731 
842     13      2348    1 3 3 11 29 47 119 243 475 443 111 787 2597 
843     13      2354    1 1 7 1 25 39 95 107 391 149 397 3755 2735 
844     13      2368    1 3 7 11 13 49 37 135 99 473 1961 1233 7359 
845     13      2377    1 3 5 11 29 59 123 53 371 573 1099 3035 3217 
846     13      2380    1 1 1 11 25 47 105 147 317 69 1201 3781 2457 
847     13      2383    1 1 5 9 3 31 25 127 153 303 1367 3583 5229 
848     13      2388    1 1 3 13 25 33 11 101 85 741 1191 1769 4119 
849     13      2395    1 1 3 13 19 59 81 71 255 277 991 2183 3257 
850     13      2397    1 3 1 3 23 27 89 237 249 837 759 43 5571 
851     13      2401    1 1 1 9 15 35 45 213 423 159 353 3123 6399 
852     13      2411    1 1 5 9 15 45 83 65 115 513 361 1877 4307 
853     13      2413    1 1 7 11 17 61 15 143 491 253 443 3521 7611 
854     13      2419    1 1 3 11 11 49 117 117 279 715 1365 689 4339 
855     13      2435    1 1 3 13 3 53 123 89 91 471 1723 1811 1285 
856     13      2442    1 3 7 13 7 5 99 235 465 915 1813 3137 7645 
857     13      2455    1 3 3 13 5 45 37 99 459 541 225 2417 6385 
858     13      2472    1 1 1 15 19 39 109 21 117 589 1261 3695 4251 
859     13      2478    1 1 7 11 23 43 35 43 135 509 1331 1567 7085 
860     13      2490    1 1 5 5 23 3 61 151 171 295 1377 2165 2125 
861     13      2507    1 3 3 5 3 57 17 73 71 55 1373 2067 3249 
862     13      2509    1 1 5 9 25 39 65 75 141 849 237 3719 6705 
863     13      2517    1 1 7 1 17 17 23 91 333 749 657 3267 3343 
864     13      2524    1 3 1 5 5 27 15 107 345 405 111 345 5505 
865     13      2528    1 3 3 13 1 9 19 63 427 995 1257 923 267 
866     13      2531    1 1 1 7 21 19 65 249 401 729 1403 1579 3443 
867     13      2538    1 3 5 1 3 43 81 11 473 1011 1755 117 2881 
868     13      2545    1 1 7 13 3 63 95 11 23 895 1591 2623 6887 
869     13      2546    1 3 1 3 17 11 39 165 367 363 1207 2555 5437 
870     13      2555    1 1 1 7 17 9 19 175 7 535 1779 3341 4825 
871     13      2557    1 1 7 3 27 7 19 217 479 143 1189 2809 339 
872     13      2564    1 3 7 9 25 41 9 39 391 331 1427 2321 1673 
873     13      2573    1 3 1 13 7 17 11 27 125 799 1325 517 1043 
874     13      2579    1 1 3 15 29 11 73 11 289 1 839 3311 7535 
875     13      2592    1 1 1 11 11 59 25 47 153 297 679 1441 7105 
876     13      2598    1 3 5 7 25 29 13 227 379 247 449 679 6581 
