d       s       a       m_i     
877     13      2607    1 1 7 9 17 11 109 251 127 447 1257 3831 1511 
878     13      2612    1 3 1 13 21 9 69 241 61 521 1281 3499 4001 
879     13      2619    1 1 5 15 5 23 117 111 159 861 295 3403 981 
880     13      2621    1 3 3 5 3 37 85 129 281 261 1753 1399 43 
881     13      2627    1 1 5 5 3 49 67 221 3 143 617 2579 373 
882     13      2633    1 3 5 11 29 49 59 47 21 725 655 3467 2375 
883     13      2636    1 3 3 13 15 43 19 185 411 299 1351 3543 5429 
884     13      2642    1 1 5 11 19 63 19 167 439 627 1729 245 193 
885     13      2654    1 1 3 1 5 5 115 127 295 321 1167 3187 6165 
886     13      2660    1 3 1 9 9 51 87 205 211 427 1817 3169 1469 
887     13      2669    1 3 1 15 27 57 15 199 87 361 583 2467 1367 
888     13      2675    1 1 1 11 27 7 53 173 505 839 929 3977 7667 
889     13      2684    1 3 3 13 7 37 51 109 249 233 899 3991 6667 
890     13      2694    1 3 1 11 17 23 105 213 425 175 869 3185 6301 
891     13      2703    1 1 5 5 17 47 5 135 497 227 1135 689 5047 
892     13      2706    1 3 3 11 5 49 29 177 325 727 1719 1805 3361 
893     13      2712    1 1 3 3 11 7 87 169 27 137 1835 1377 4915 
894     13      2715    1 3 5 5 21 53 99 137 133 599 479 2859 6731 
895     13      2722    1 1 5 5 15 15 31 239 183 167 1799 1533 309 
896     13      2727    1 3 5 15 23 51 85 133 51 991 899 3777 2231 
897     13      2734    1 1 3 1 15 19 29 5 415 531 253 49 7197 
898     13      2742    1 1 5 15 21 23 41 213 189 579 1181 3425 8037 
899     13      2745    1 1 5 13 9 63 21 195 71 137 1283 2895 3301 
900     13      2751    1 1 7 1 11 5 103 183 403 177 1561 201 2843 
901     13      2766    1 3 3 9 19 15 85 123 273 891 493 3761 557 
902     13      2768    1 3 7 9 9 23 123 243 71 137 1937 3199 6865 
903     13      2780    1 1 1 15 15 55 119 203 449 969 181 2573 3261 
904     13      2790    1 1 1 9 29 9 87 117 85 369 911 1203 7287 
905     13      2794    1 1 1 7 1 35 9 85 253 123 67 2089 4693 
906     13      2796    1 3 5 15 11 13 43 97 407 1011 1839 525 6809 
907     13      2801    1 3 3 7 11 49 5 29 299 35 1883 763 3099 
908     13      2804    1 3 3 13 31 5 61 79 409 1001 1057 1673 4689 
909     13      2807    1 1 3 7 23 53 23 243 335 847 1011 659 3739 
910     13      2816    1 3 5 1 15 55 15 161 417 225 227 3933 5625 
911     13      2821    1 3 7 11 25 1 75 33 401 777 1999 1649 1269 
912     13      2831    1 3 5 5 3 1 13 99 447 579 225 3851 5379 
913     13      2834    1 1 3 13 19 33 39 93 133 889 113 3983 1115 
914     13      2839    1 3 5 13 1 47 113 231 461 653 1965 849 4513 
915     13      2845    1 1 3 1 23 7 105 115 463 385 1355 1417 6341 
916     13      2852    1 1 5 7 9 27 123 193 5 735 733 2385 6569 
917     13      2856    1 3 1 11 13 51 53 15 289 433 951 3657 5239 
918     13      2861    1 1 7 3 7 59 69 57 471 247 259 2617 47 
919     13      2873    1 3 7 13 5 41 45 67 363 295 1715 3567 2457 
920     13      2874    1 1 5 3 21 19 79 37 273 613 475 3989 3779 
921     13      2888    1 1 5 3 21 11 53 117 367 295 1027 2579 2717 
922     13      2893    1 1 5 7 29 1 47 185 377 267 1375 801 5967 
923     13      2894    1 3 3 3 15 5 51 183 249 789 785 1459 7865 
924     13      2902    1 3 5 5 31 17 89 9 247 67 1259 3099 2805 
925     13      2917    1 3 3 11 31 51 55 37 201 779 1235 1905 1995 
926     13      2921    1 3 1 1 27 31 25 37 443 399 1911 3951 4311 
927     13      2922    1 3 3 11 11 13 69 209 295 431 573 1781 7767 
928     13      2929    1 3 1 3 23 55 57 29 137 407 1339 1411 123 
929     13      2935    1 3 3 13 5 15 7 29 353 143 133 2351 1555 
930     13      2946    1 1 7 9 17 53 61 197 245 327 147 3231 1825 
931     13      2951    1 3 5 3 27 55 31 15 429 703 1863 3697 2169 
932     13      2957    1 3 3 1 19 45 61 179 471 219 1127 3521 8065 
933     13      2960    1 3 5 5 17 21 77 117 331 979 175 3155 1589 
934     13      2966    1 3 1 9 13 41 25 221 115 333 1851 543 5479 
935     13      2972    1 3 3 13 25 35 113 107 21 85 815 3013 8067 
936     13      2976    1 1 3 9 23 37 55 193 301 463 1361 3455 5745 
937     13      2979    1 3 5 7 3 63 73 83 35 709 719 1133 6711 
938     13      2985    1 1 5 7 11 7 67 199 285 527 1181 39 5639 
939     13      3000    1 3 3 3 17 13 33 213 97 499 1651 3369 6001 
940     13      3003    1 1 3 1 15 37 67 31 225 205 1009 2579 331 
941     13      3013    1 1 7 1 29 3 91 153 395 89 2019 1297 7035 
942     13      3018    1 3 3 5 29 31 65 137 289 351 677 3305 5073 
943     13      3020    1 1 3 13 15 21 43 227 399 921 123 3199 6925 
944     13      3025    1 1 7 13 17 11 107 251 55 525 869 209 6209 
945     13      3042    1 1 3 11 29 39 123 171 223 441 525 2583 71 
946     13      3047    1 3 7 9 5 3 3 205 119 631 1997 3105 6483 
947     13      3048    1 1 7 7 23 37 79 245 401 241 1471 2941 4389 
948     13      3051    1 3 1 13 25 7 43 215 155 805 1497 387 2045 
949     13      3054    1 1 3 3 7 37 115 39 139 555 1325 2351 6045 
950     13      3056    1 1 5 7 3 53 35 103 505 361 457 2495 1325 
951     13      3065    1 3 7 13 21 33 39 81 465 601 1131 2977 1409 
952     13      3073    1 1 5 5 25 1 21 241 255 663 1509 2455 5705 
953     13      3074    1 1 7 13 1 47 91 195 195 503 1931 1681 5131 
954     13      3083    1 1 3 9 27 37 103 21 237 677 1949 357 2781 
955     13      3086    1 3 7 9 29 51 107 49 251 433 1235 4041 2971 
956     13      3091    1 3 3 1 19 37 113 75 365 145 93 1185 1871 
957     13      3097    1 1 5 5 25 15 113 239 27 321 1351 1441 3333 
958     13      3109    1 1 5 13 31 35 103 83 111 573 59 3753 5667 
959     13      3116    1 1 5 13 1 43 75 115 397 187 1669 3837 5219 
960     13      3124    1 1 3 1 23 13 65 145 271 909 1517 1659 7975 
961     13      3128    1 1 7 15 21 23 1 33 37 313 687 2375 555 
962     13      3153    1 1 7 13 1 35 11 157 295 403 1295 3301 4805 
963     13      3160    1 3 1 13 9 27 3 111 133 395 981 2399 7009 
964     13      3165    1 1 7 15 23 11 75 31 5 599 1589 2243 3263 
965     13      3172    1 1 3 9 7 49 31 5 457 93 221 2463 2287 
966     13      3175    1 1 5 3 9 31 49 5 481 145 53 2477 5569 
967     13      3184    1 1 1 1 19 47 59 83 19 887 335 2305 6265 
968     13      3193    1 3 7 15 27 15 93 37 213 17 311 3159 6911 
969     13      3196    1 1 3 9 19 47 93 31 489 731 1905 1675 1 
970     13      3200    1 1 1 7 9 3 17 185 203 963 521 2797 7511 
971     13      3203    1 3 7 11 31 27 47 147 467 505 1991 2247 4207 
972     13      3205    1 3 1 5 9 11 89 199 359 723 1203 1511 7915 
973     13      3209    1 3 5 9 27 63 93 19 305 641 997 1725 5681 
974     13      3224    1 3 3 3 13 19 9 43 99 111 1353 935 7765 
975     13      3239    1 3 1 9 5 39 109 79 497 351 1345 3019 5909 
976     13      3251    1 1 3 1 13 29 11 199 31 443 1587 3397 7045 
977     13      3254    1 1 1 11 7 9 49 107 153 207 887 2135 1389 
978     13      3265    1 1 1 3 29 53 111 143 421 521 1099 1709 7027 
979     13      3266    1 1 5 5 5 19 127 99 501 819 1729 1701 5829 
980     13      3275    1 3 7 5 7 15 43 49 223 793 889 793 271 
981     13      3280    1 3 5 11 27 27 55 69 185 511 951 2821 5357 
982     13      3283    1 3 7 13 17 19 31 9 401 397 829 1063 693 
983     13      3286    1 1 7 9 21 13 75 13 327 929 955 1421 2809 
984     13      3301    1 1 3 15 17 5 115 231 29 23 1743 779 5083 
985     13      3302    1 1 7 11 9 51 93 3 155 111 243 3889 6733 
986     13      3305    1 1 5 9 29 63 119 145 391 1021 503 555 4657 
987     13      3319    1 1 1 15 15 41 69 131 365 195 1809 2773 4067 
988     13      3323    1 1 1 15 5 3 119 63 243 759 2037 3443 5771 
989     13      3326    1 3 5 5 1 1 21 163 481 781 769 3031 2707 
990     13      3331    1 1 5 7 15 29 3 119 13 977 1759 2327 3961 
991     13      3348    1 1 3 1 9 25 55 131 335 289 1049 3589 3131 
992     13      3351    1 1 7 1 27 55 113 97 249 817 1497 3773 6183 
993     13      3358    1 3 3 7 3 15 11 157 201 145 1741 721 4945 
994     13      3368    1 1 7 3 19 9 123 151 169 841 65 2463 5357 
995     13      3374    1 3 1 11 5 31 123 69 93 541 131 1469 5791 
996     13      3376    1 3 5 1 25 23 115 69 333 457 17 1155 523 
997     13      3379    1 3 5 11 11 51 21 145 209 557 1109 2293 4631 
998     13      3385    1 1 7 5 11 21 107 41 409 485 1745 3471 1699 
999     13      3386    1 1 3 7 5 47 65 79 299 191 381 3803 6499 
1000    13      3396    1 3 3 7 19 11 73 69 461 777 1871 47 1281 
1001    13      3420    1 3 5 7 13 39 63 103 103 845 1023 3241 1291 
1002    13      3423    1 1 5 13 3 11 103 135 403 801 847 371 6243 
1003    13      3430    1 3 1 5 21 57 19 205 33 399 777 2981 2365 
1004    13      3433    1 1 1 5 17 11 105 23 243 581 1391 1509 8009 
1005    13      3434    1 3 3 3 11 13 85 107 181 89 1323 3059 5097 
1006    13      3439    1 1 1 15 1 29 57 221 389 127 841 1727 6217 
1007    13      3442    1 3 1 9 25 51 89 67 257 921 621 1523 3449 
1008    13      3444    1 3 5 5 25 15 25 47 29 775 1925 3819 8063 
1009    13      3453    1 1 1 5 25 55 89 75 47 135 1155 1923 2241 
1010    13      3464    1 3 5 9 29 5 55 43 355 879 127 3565 2583 
1011    13      3477    1 1 3 13 23 47 27 63 217 119 357 423 5897 
1012    13      3478    1 3 5 1 23 1 89 255 381 175 1069 3809 1743 
1013    13      3482    1 1 7 3 7 35 47 159 347 543 187 1103 5019 
1014    13      3487    1 1 1 7 19 3 89 15 487 541 625 1711 3713 
1015    13      3497    1 1 5 15 17 61 13 45 359 107 1487 121 6919 
1016    13      3500    1 3 3 3 1 5 99 255 147 737 1675 4069 7685 
1017    13      3505    1 3 7 1 5 33 39 217 255 833 661 3411 7273 
1018    13      3506    1 3 3 5 9 41 25 223 319 45 687 3861 2603 
1019    13      3511    1 1 3 15 15 43 61 163 45 835 545 561 4895 
1020    13      3512    1 3 7 3 21 61 65 119 337 609 1185 2863 1431 
1021    13      3515    1 1 3 3 29 49 51 173 107 21 1655 1333 4703 
1022    13      3525    1 3 1 3 27 23 111 77 3 789 943 3089 2865 
1023    13      3532    1 3 1 1 5 7 85 209 317 241 1159 2193 229 
1024    13      3538    1 1 3 13 23 27 115 111 265 427 1457 2281 2235 
